Id,Label,Size
463,"I have no trouble connecting to my FTP server by going to Places Connect to server  I can then browse the FTP site to my heart's content with Nautilus for a few minutes  After a few minutes of inactivity if I try to bring up a folder on the site Nautilus just displays a blank page  The only remedy is to unmount the FTP site and reconnect  This is quite annoying   is there some timeout issue at play here Is there some way I can prevent this from happening ",23
465,"I read on somewhere that Ubuntu will no longer use the familiar file size units we all know by now kB MB GB TB and switch to a different IEC standard KiB MiB GiB TiB If this is true I would like to know what's the reasoning behind this change and the impact if any this change has especially with multiplatform applications or applications run with Wine ",75
467,"I would like to know if there is a package for Sphinx search hiding out there somewhere Their download page shows various RPM's but I was not able to find anything for Ubuntu  The install from source is super easy but it would be nice to have it under package management ",27
474,"I have a growing music collection which I manually keep in sync with an external USB drive Sometimes I edit their ID3 tags add or delete a file in either the hard drive or the USB drive and I would like to keep those changes synchronized between both  Does Ubuntu has something available that would help me with this scenario Preferably something easy to use with a UI  Update To clarify my question changes may happen on both the local hard drive or the USB drive so the sync process must be on both directions ",45
477,"So I just got a nice little home server not 100% a server it's also destined to run a few GUI jobs but mostly configured to my specs and it came with Ubuntu 104 pre installed by the guys who put it together who aren't Ubuntu specialists but do that for customers who don't want to purchase Windows  Now I'd like to check and perhaps modify exactly how they installed it maybe it would be wiser to reinstall from scratch but first I'd like to understand exactly how it's configured now anyway  In particular how do I check if and how LVM is installed configured  I'd prefer a command line approach but GUIs are fine too    and pointers to docs and tutorials on the subject are welcome too ",20
481,"Simple enough question is there some shell command or GUI method I can use that given the path to a file on my system tells me what package put it there Assuming the file did in fact come from a package that is  Bonus question what if it's a file that isn't installed on my system Is there say a website that will let me look up a file and see what packages if any provide it ",221
486,"Ubuntu always surprises me by making things easier in unexpected ways But it isn't always obvious For instance When I was looking for a tool to RDP into windows I found that Ubuntu already has an pre installed app called Terminal Server Client which has this functionality  I am sure there are many such hidden things which are not known to the average user This thread could be used to expose these little gems  EDIT Maybe the choice of my words was wrong Are there any things which you found were not very obvious  ",167
493,"I tried to install the provider plugin for thunderbird but it said my release was too old I have the lastest release of thunderbird in the lucid archives ",26
494,"Where can I find such a plugin ",11
500,"My machine can't play encrypted DVDs on a fresh install  How do I add this capability  Another useful bit of information would be what programs are best for playing DVDs once I'm able to do so  See the similar question here  Will I be able to play DVD movies from any region ",225
501,"I'd like to learn and use LaTeX on Ubuntu  What packages do I need  What is the best editor for LaTeX code on Ubuntu for a new LaTeX user  I'd also like the ability to see the code in one pane and the results in a second pane if possible    not necessarily WYSIWYG though  ",153
505,"Specifically I have a Garmin Forerunner 305 a GPS enabled hear rate monitor for runners  I plug it in to the USB port and it is not recognized by Ubuntu at all  I'd like to be able to have it recognized so that I can pull the exercise record from the watch  This would allow me to upload it to the Garmin Connect website or perhaps use a Linux exercise software option  I'd also appreciate suggestions for exercise software to use with the Garmin ",39
513,"Do you know of any URLs for PPAs of Google's Go Language ",42
515,"I need both running on one computer ",35
517,"and what schedule sysadmin routine is recommended ",22
519,"Does anyone know how to write a shell script to install a list of applications  It's a pain to have to install each application by hand every time I set up a new system  Edit It still asks me Do you want to continue Y n  Is there a way to have the script input y or for it not to prompt for input  ",60
522,"Both my desktop and server installation are okay Am I missing something important that would make an upgrade worth the hassle ",47
527,"I've seen some folks have errors relating to files in  var lib dpkg updates All I can find about the directory is that the files in it are numbered 0000 0001 etc and that the error messages often mention trouble parsing one of the files   var lib dpkg updates folder is empty on my system so I can't see what's in the files I've not been able to find information about what is stored in this directory only many forum posts and bug reports mentioning the directory   So what is this directory for ",22
529,"I would like to set up an APT repository on a server that will provide a couple of packages  Is there a way to set one up without installing any software on the server  How do the files have to be organized    Edit I must be doing something wrong can someone please help me I have the repository at http  quickmediasolutionscom apt dists  I'm not sure where or what but something's misconfigured I only currently have one package and it's for all architectures  Here's what's been added to my  etc apt sourceslist     deb http  quickmediasolutionscom apt stable main  ",109
533,"Is installing the tree command line utility on Ubuntu server has security issues  It's not included by default on the server ",20
534,"What are the most important Ubuntu sysadmin tasks  are there any tools for that  How about a tool with a schedule ",4
537,"I just can't seem to get the net 20 Framework installed using wine   winetricks  I typed     winetricks   into the terminal selected dotnet20sp2 and proceeded to install it  Unfortunately I can't get it to work After accepting the license agreement it says Installing for about 5 seconds and then reports     Setup Error   Yes that's all it says Silly Microsoft  How should I go about installing it ",10
540,"at college we use Microsoft NET for developing applications I recently switched to Ubuntu and would like to know similar tools for making apps on for ubuntu ",112
557,"Ever since I reinstalled Ubuntu a few hours ago I've experienced major visual artifacts with smaller font sizes in Firefox The fonts end up looking like this      Or even like this    This only occurs in Firefox other applications are unaffected It also occurred on the LiveUSB I used for installation making me suspect a hardware or driver issue The output of lshw on my computer is here http  pastebincom LnSt6veT  Any idea what might be causing this or how I can fix it    and Use Google Chrome is not a valid answer  ",19
561,"I installed Firestarter and configured my firewall  But I'm in doubt  On boot I sometimes see a FAIL marker and to the left I guess it was something like start firewall I can't  be sure because the message is seen for less than a second so I wanted to know if there is a way without starting the whole firestarter software to know if the firewall is on and working or not  Either a gadget or better some console instruction the exact name of the firewall process daemon or bash script will do  Edit I already tested my computer with the Shield's Up http  wwwgrccom feature which marks my computer as Stealth but as I am behind a router I'm not surprised Still apparently my computer answers to pings Strange ",51
564,"I like to use Debootstrap for making sparse systems usually a base for something embedded or paravirtualized Xen guests  I'm familiar with how to tell Debootstrap what packages I want beyond the typical minimal base but I have yet to find the right combination of tools to let me specify and auto generate locales after the base system has been installed  Do I need to do this in my own scripts or is there a way to tell Deboostrap what locales I want and have it just generate them ",12
565,"When I first migrated from Windows to Ubuntu by far the most daunting thing I had to do was use the command line  Typing commands is an alien experience when you've only ever been used to pointing and clicking  When I talk to new Ubuntu users they are often uneasy with the idea of talking directly to their computer  Is there a simple and friendly guide to help new users get acquainted with the command line  Do you have any tips to make the experience easier or more fun ",128
571,"Does anyone know of a PPA that has the development version of GIMP I would like to try out the new single window mode ",28
575,"   This question exists because it has historical significance but it is not considered a good on topic question for this site so please do not use it as evidence that you can ask similar questions here   What free ebooks do you recommend to learn more about Ubuntu   One book per answer please   vote answers up down as you feel appropriate If you feel the book is biased towards good for particular tasks please mention them ",92
579,"   Possible Duplicate   How can I move all the window controls to the right       How can I move the window buttons to the right ",28
583,"I have Windows 7 I want to run Ubuntu inside it and don't want to loose any data How can I do this ",36
594,"Add blogs and websites that are useful in the quest to know learn more about Ubuntu  One blog per answer please   you can vote answers up down as you feel appropriate If you feel the blog is biased towards or is good for particular tasks please mention them ",437
601,"I just added a PPA repository for the development version of the GIMP but I get this error  The following packages have been kept back   gimp gimp data libgegl 00 0 libgimp20   Why and how can I solve it so that I can use the latest version instead of the one I have now ",786
613,"So I tried following the steps here to create a package to upload to my PPA I ran dh_make and edited the files However when my package gets generated by debuild none of the programs files show up in the package  Here is the output of debuild        dpkg source warning ignoring deletion of directory share   dpkg source warning ignoring deletion of directory share pixmaps      Here is what the filesystem looks like     build_root   &nbsp&nbsp&nbsp&nbsp  packagename_12origtargz   &nbsp&nbsp&nbsp&nbsp  packagename 12   &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp   debian   &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp   control   &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp    The application is written in Python if that means anything    Edit  Here is what the packagename_12origtargz looks like     packagename 12   &nbsp&nbsp&nbsp&nbsp   src   &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp   somefilepy   &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp   someotherfilefilepy   &nbsp&nbsp&nbsp&nbsp   images   &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp   testpng     Unfortunately I'm still struggling  Here is my debian rules file   usr bin make  f      makefile       Uncomment this to turn on verbose mode export DH_VERBOSE=1  %     dh  $   override_dh_auto_build  override_dh_auto_install   and here is my packageinstall file     src myappserver  usr lib bonobo servers   src myapp  usr lib myapp   images testpng  usr share test  ",20
615,"   At this time Wubi does not work with Windows 8 default boot loader Thus at this point Wubi would not work on a new Windows 8 machine      Citation fom WubiGuide   Question  Recently I've learned of Wubi a way to install Ubuntu right from Windows  Besides installing from Windows I would like to know key differences between a regular alongside Windows or Dual boot Ubuntu installation and one done with Wubi Are there any disadvantages for example a performance penalty or incompatibilities I should look out for when using Wubi ",150
617,"I have a brand new ipod nano and if I plug it in to my media center running Ubuntu 910 it gets mounted and I can see it in Nautilus  Banshee however does not list it anywhere Under preferences extensions I've checked that the ipod plugin is enabled  Rhythmbox could see it okay I found some forums suggesting uninstalling Rythmbox might help but it hasn't  Any other suggestions about why Banshee won't see it  Is the ipod too new Thanks ",8
620,"In trying to sort out this issue I have run into the following problem  I have a Python script that gets installed to  usr lib  But I need to get this script into a build system so that I can get it working with my package  Any help would be appreciated although I've worked a bit with Makefiles when writing C++ applications before I've never created any kind of Makefile for Python files Nor do I even know where to start  How would I go about setting up a build system for my app ",28
622,"Back in the dark days when I used to run windows I used to use MindJet Mindmanager and I found it to be very good  Since I have been using Ubuntu as my main operating system I have been trying to find a replacement mind map software to use but have not had any luck finding a good replacment  So far I have tried VYM kdisset and Semantik I have either found them not to be very good or have a nasty habit of crashing   So I was wondering could anyone recommend good mind mapping software to use under Ubuntu ",103
629,"On my Ubuntu UNR install for some reason I'm only able to switch the input language if I press Shift and then Alt This is quite the opposite of what usually works    on Windows and other Ubuntu other Linux systems    where I press Alt and then add Shift  Anyone know why this is ",20
631,"I was wondering what is the best way to start the guest session from the login screen GDM  Currently I created a new user called 'ubuntu guest' has to be something other than 'guest' Then added the following script to the Startup Applications    bin bash  usr share gdm guest session guest session launch &  usr bin gnome session save   logout   The problem with this method is that when you log in as 'ubuntu guest' you have to start up two gnome sessions one for 'ubuntu guest' and one for the actual guest account  Please let me know if you have any other better ideas Thanks ",21
635,"I have installed Ubuntu on my D partition using Wubi Is there any way in which I can remove my Windows from C drive and move my existing Ubuntu installation to C drive and make it a regular install ",128
641,"I have a Brother HL 2040 plugged into my Ubuntu 1004 machine and an HP DeskJet 6540 plugged into a Windows 7 machine on the same network  Out of the box the Windows machine does not see the Ubuntu attached printer and the Ubuntu machine does not see the Windows attached printer    I right clicked and Shared each printer on its own machine  I selected System    Administration    Printing    Server    Settings and checked the publish printer and show other printer options  I believe I set up sharing on the Windows machine as well  Still neither machine see the other printer  How do I set up printer sharing so that each machine can see the other printer ",20
642,"I am currently doing some experimental work and I have a lot of data to trawl though I use Gnumeric and it's very good but often I feel there has to be something better  Ideally I would like the maximum number of features with a minimal learning curve but really I'd just like to know if there is something better than Gnumeric that I can use for manipulating and plotting data  What would you recommend ",201
645,"Is it possible to reset the connection of a USB device without physically disconnecting connecting from the PC   Specifically my device is a digital camera I'm using gphoto2 but lately I get device read errors so I'd like to try to do a software reset of the connection   From what I can tell there are no kernel modules being loaded for the camera The only one that looks related is usbhid ",149
647,"Does anyone know of a good way to set up some sort of parental controls so that one user account is subject to them but not another  A couple of friends of mine use Ubuntu and have kids 7 to 10 years old who use the family computer They'd like to have some blocking of adult sites They're not going to supervise all the time which I know might be ideal but there we go And they're not particularly technical so they don't want to have to run scripts to turn the parental controls on and off regularly but they can cope with having different accounts for different people I haven't found a great way of doing this I am pretty technical so I'm happy to spend some time at the command line to set it up but then it needs to just work  Please don't just link to DansGuardian If your answer doesn't address the different user account aspect I will vote it down If you want to talk about general parental controls that apply to all users then please start a new question   I'm sure that plenty of people would be interested in it and I'll link to it from this question ",78
649,"I installed kubuntu desktop using sudo apt get install kubuntu desktop but I no longer want to use KDE  How do I remove all the packages that were installed by this command   Thank you ",13
654,"When using Nautilus you can use CTRL+L to display the addressbar How do you revert back to the pathbar Is there a shortcut key ",30
656,"My  usr folder needs to get moved to a new partition How can I do this without erasing the contents  Can this be done while Ubuntu is running or do I need to use the LiveCD for this ",45
657,"Does Ubuntu support the full functionality of the Apple Magic Mouse What bluetooth adapters work best What are the caveats ",15
662,"Is there a way to automatically sync just my Ubuntu One music and not the rest of my Music Library to my Sansa Fuze mp3 player ",11
669,"Having just written an answer about moving  usr to a new partition I was wondering about deleting files once a new partition has been mounted To use the example from the question is it possible to mount a new partition on  usr and then delete all the files under  usr on the root partition to free up space on the root partition ",31
671,"Recently I upgraded from 804 LTS to 1004 The previous version had some problems regarding screen settings X only recognised 1024x768 as resolution of my monitor mainly because the monitor was not identified correct With 1004 the monitor and its resolutions are identified correct and the systems chooses a better resolution But now the fonts seem blurry They are hard to read I tried a larger font size which improves the situation a bit I also played around with nvidia settings If I choose 1024x768 again the fonts look good Also some resolutions with specific refresh rates seem better Another try I made was to change hinting settings However the best variant was already chosen  So I run out of ideas for a solution Do you have any hints My graphics card is nVidia Corporation C68 GeForce 7050 PV   nForce 630a rev a2 ",30
674,"   Possible Duplicate   &ldquoCopy to&rdquo and &ldquoMove to&rdquo context menu options in Nautilus       In Gnome version 2302 when I right click on a file one of the options is Move to  > Home folder Desktop Is it possible to add other directories to the list of options  The only information I've been able to find is this  http  brainstormubuntucom idea 24730   From that I get the impression that it is not possible ",5
676,"I'd like to have a Samba server that appears as a Primary Domain Controller PDC to a bunch of windows lab computers But instead of having the users have accounts with passwords stored on this Samba PDC I'd like to have all the account information stored on our functioning LDAP server  So when a user logs into a Windows lab machine they can do so with their LDAP username and password If I have to change their password I just have to do it in the LDAP server The next time they log into this proxy PDC they'll be able to use their new LDAP password  I have a functioning LDAP server and a server that I can use to create the Samba PDC I've played around with Samba before but I've always had to have a local Linux account for each user that I wanted to access samba and I had to create a corresponding Samba account for each of those users Those are the steps that I'd like to avoid if possible ",15
678,"I realized a second strange thing after upgrading from 804 LTS to 1004 My GNOME panel contains the clock applet This applet shows current date and time The time is not upgraded after I start a GNOME session When I remove the applet and insert it again it works fine But at some point it stops again Has anyone seen this Is there a workaround Several other people seem to have the same problem but as far as I saw it they had no solution ",12
684,"There has been a couple questions here regarding alternatives to certain programs and I'm sure as more people start using Ubuntu and join this site there will be more people looking for alternatives to programs they used in there previous operating system  Therefore I figured I start a thread to list different sites that list alternatives to programs  Please just post one link per answer ",80
690,"What different Ubuntu derivatives are there And what is special with them  ",141
691,"At loginubuntucom it says Ubuntu Single Sign On What are it's uses How is it useful ",17
692,"Does it require technical knowledge Is it difficult ",138
693,"I heard 1010 will have windicators what are they How will they look ",16
694,"are there legal reasons for that ",27
701,"I have two different mice one is always used on the system the other is wireless and moves between systems as needed Unfortunately the wireless one is much more sensitive than the wired mouse and the mouse settings panel doesn't seem to have a way to set different settings for different mice ",16
703,"We know you can either click on the show desktop icon or use CTRL+ALT+D to ask Ubuntu to show the desktop Unfortunately this does not always show the desktop in one action   Sometime and this is true for at least the last 4 version of the OS it brings up first to the front all the windows THEN with a second click show you the desktop  This is very annoying as when you show the desktop it generally to quickly click on a shortcut  To understand what I'm talking about open 7 windows minimize some bring some to the front maximize one then show the desktop Then do that on Windows You'll see the difference ",27
704,"When you drag and drop a folder with nautilus you must carefully set both windows on non overlapping areas of your screen otherwise selecting one folder will bring the windows to the front hiding the second one  On Windows doing so will stick the explorerexe windows to the back and let you drag and drop the folder I suppose it detect a long click to decide whether or not bring the window to the front  Is that possible with Ubuntu  Now I know that Nautilus now has split panels by pressing F3 but that not handy Most of the time you open a folder THEN decide to copy With split panel you must decide THEN split the panel and go to the right folder ",31
710,"When you drop to the terminal via Applications   Terminal or Ctrl+Alt+F1 etc bash is used by default to interpret your commands If you wish to use another command interpreter like zsh or fish how do you get this to start as default ",40
713,"I heard it is Python ",52
721,"Today after about 20 minutes of logging in my Ubuntu 104 I notice the CPU and hard disk usage going up top revealed that root was running emacs23  It is basically the same behavior described at Ubuntu Forums  but there is no answer there Any clue about this  ",24
723,"By default date and time is displayed by the clock applet on the top right of the gnome desktop in Ubuntu For me this displays something like Tue Aug 3 1945 I would like to change it to make the date terser and to include eg ISO week number   to something like 03 08 1945 W312  Is there anyway I can specify a format string for how the date time is displayed  ",42
725,"I have Ubuntu 910 set up with multiple monitors  Unfortunately the way that Ubuntu handles multiple monitors by default in 910 is by having a separate desktop displayed on each monitor it is not possible to drag a window from one monitor to the other  I would like to set it up so that I can move applications from one monitor to the other  Is this possible does 1004 support it ",23
730,"I'm trying to set up Apache Tomcat on my pc and it wants me to set up an environment variable for CATALINA_HOME  Does any know how to do this ",90
732,"I have a couple of cron jobs that somethime produce error output and would like to get a notification in my real email account since I don't use my user's mailbox in my Ubuntu laptop but cron or is it postfix maybe keeps trying to email the local root account  I know I can add the MAILTO variable to the crontab  ricardo ricardo laptop~$ sudo crontab  l MAILTO=redacted gmailcom  m h  dom mon dow   command   5          home ricardo mrtg cfg runsh   But it doesn't seem to pay any attention to it  I also tried adding my email to the  etc aliases file and running newaliases  ricardo ricardo laptop~$ cat  etc aliases  See man 5 aliases for format postmaster    root root          redacted gmailcom ricardo       redacted gmailcom   still whenever cron wants to send an email it's still sending to root mydomaincom  ricardo ricardo laptop var log$ tail maillog Aug  3 162501 ricardo laptop postfix pickup2002 D985B310 uid=0 from=root Aug  3 162501 ricardo laptop postfix cleanup4117 D985B310 message id=20100803192501D985B310 ricardo laptop Aug  3 162501 ricardo laptop postfix qmgr2003 D985B310 from=root 144 68 247 190fibertelcomar size=762 nrcpt=1 queue active Aug  3 162503 ricardo laptop postfix smtp4120 D985B310 to=root 144 68 247 190fibertelcomar orig_to=root relay=smtpgmailcom7412515710925 delay=15 delays=038 002 09 018 dsn=570 status=bounced host smtpgmailcom74125157109 said 530 570 Must issue a STARTTLS command first d1sm12275173anc19 in reply to MAIL FROM command   Any suggestions I'm running Ubuntu 1004 with everything up to date    Solution  thanks to Ressu  The problem was with the file  etc mailname   This file was set by the Ubuntu installer and had the wrong server name Once I changed it to match ricardo laptop postfix realized the emails were intended for local delivery and started to follow the aliases ",52
737,"I created a package and uploaded it to my PPA After it got built I went to install it but was faced with this message                 laptop~$ sudo apt get install stackapplet Reading package lists Done Building dependency tree        Reading state information Done The following NEW packages will be installed   stackapplet 0 upgraded 1 newly installed 0 to remove and 31 not upgraded Need to get 177kB of archives After this operation 106kB of additional disk space will be used WARNING The following packages cannot be authenticated   stackapplet Install these packages without verification y N   Why is it warning me about the packages not being verified ",31
743,"I am looking for a IRC client for the terminal that has colors user list and just generally looks awesome  Any recommendations There are loads of IRC clients in the repositories and I don't want to download them all to find the best one ",167
745,"I am having some trouble creating a package for a shared library  I ran dh_make and edited the files However when I go to build the package I get the following                 laptop~ Documents temp jsoncpp jsoncpp 050$ debuild  dpkg buildpackage  rfakeroot  D  us  uc dpkg buildpackage set CFLAGS to default value  g  O2 dpkg buildpackage set CPPFLAGS to default value  dpkg buildpackage set LDFLAGS to default value  Wl Bsymbolic functions dpkg buildpackage set FFLAGS to default value  g  O2 dpkg buildpackage set CXXFLAGS to default value  g  O2 dpkg buildpackage source package jsoncpp dpkg buildpackage source version 050 1 dpkg buildpackage source changed by         dpkg buildpackage host architecture amd64  fakeroot debian rules clean dh  clean    dh_testdir    dh_auto_clean    dh_clean  dpkg source  b jsoncpp 050 dpkg source info using source format `10' dpkg source info building jsoncpp using existing jsoncpp_050origtargz dpkg source info building jsoncpp in jsoncpp_050 1diffgz dpkg source info building jsoncpp in jsoncpp_050 1dsc  debian rules build dh  build    dh_testdir    dh_auto_configure    dh_auto_build make1 Entering directory ` home        Documents temp jsoncpp jsoncpp 050' test  d obj || mkdir obj g++  I  include  c  o obj json_readero src lib_json json_readercpp g++  I  include  c  o obj json_writero src lib_json json_writercpp g++  I  include  c  o obj json_valueo src lib_json json_valuecpp ar  r libjsoncppa obj json_readero obj json_writero obj json_valueo ar creating libjsoncppa make1 Leaving directory ` home        Documents temp jsoncpp jsoncpp 050'    dh_auto_test  fakeroot debian rules binary dh  binary    dh_testroot    dh_prep    dh_installdirs    dh_auto_install make1 Entering directory ` home        Documents temp jsoncpp jsoncpp 050' sudo cp  r include json   target directory= usr include ERROR ldso object 'libfakeroot sysvso' from LD_PRELOAD cannot be preloaded ignored cp libjsoncppa  usr lib libjsoncppa cp cannot create regular file ` usr lib libjsoncppa' Permission denied make1     install Error 1 make1 Leaving directory ` home        Documents temp jsoncpp jsoncpp 050' dh_auto_install make  j1 install DESTDIR= home        Documents temp jsoncpp jsoncpp 050 debian tmp returned exit code 2 make     binary Error 29 dpkg buildpackage error fakeroot debian rules binary gave error exit status 2 debuild fatal error at line 1340 dpkg buildpackage  rfakeroot  D  us  uc failed   The problem seems to be here     ERROR ldso object 'libfakeroot sysvso' from LD_PRELOAD cannot be preloaded ignored   cp libjsoncppa  usr lib libjsoncppa   cp cannot create regular file ` usr lib libjsoncppa' Permission denied   but I haven't the faintest idea what the problem is  The makefile is here if needed ",28
748,"I'm trying to make a new gtk theme using the murrine engine using Humanity default in ubuntu 910 as a template  You can grab the code in http  githubcom tutuca themes   However I found cumbersome the process of creating a new theme with it There is no central starting point   The documentation of both the engine options gtkrc's and stuff and general theming practices the format of the indextheme files folders bla bla is scarce How to's and tutorials are often old or subject to lots of opinionated debate and results confusing to me having a web developer background at least    So I wanted to ask to the fellows gtk themers and artist out there  Which tools you use to create a new theme and how does your average workflow looks like ",36
754,"Some programs can only be run from within their own directories If I go to System    Preferences    Main Menu    Add Item and select the file it will not work Similarly if I right click on the Panel and choose Add to Panel choose Custom Application Launcher and then point to the file it will similarly fail How can I add a launcher to my panel and an entry in my Main Menu that will successfully launch this kind of program ",20
756,"I was under the impression there was a GUI app for changing the Xorg video driver If so where is it I don't see it in 1004 ",18
760,"I've setup Ubuntu via Wubi recently for a friend and he came back with a complaint On reboots the Windows partition is always selected by default figured this was just a need to update Grub but realized that Wubi writes to the Windows Boot Manager and does not use Grub  Though this is technically a Windows question I wasn't able to find a clear answer for this  How to do I modify the boot selection order for Operating systems Mainly Ubuntu via Wubi on the Windows Boot Manager ",22
765,"When I log into my computer networking is disabled  I always have to enable it so I can connect to the internet  Does anyone know how to set it to enabled by default ",12
766,"I have a media computer which I recently reformatted to Ubuntu 1004 I am probably just missing something obvious but I can't figure out how to share folders and files so that I can browse to them on my Windows computers in order to copy files to from the computer  How do I do this ",24
767,"As many of you know by now I'm building a package   I am so close to getting it finished so I can upload it to my PPA but there is still one slight problem the shared library so file doesn't want to go into the package  Okay here is what I have in my control file   Source jsoncpp Priority extra Maintainer         Build Depends debhelper >= 7 Standards Version 383 Section libs Homepage http  jsoncppsfnet  Package jsoncpp dev Section libdevel Architecture any Depends jsoncpp0 = ${binaryVersion} Description JSON parsing library for C++  jsoncpp is a C++ library that makes it easy to  read   write JSON data    This package contains the development tools necessary  to create applications that use jsoncpp  Package jsoncpp0 Section libs Architecture any Depends ${shlibsDepends} ${miscDepends} Description JSON parsing library for C++  jsoncpp is a C++ library that makes it easy to  read   write JSON data   Now jsoncpp dev builds fine and the development files show up in the package but the shared library does not show up in its package  Here is what jsoncpp0dirs looks like   usr lib   and jsoncpp devdirs   usr lib usr include   My updated Makefile is here  Please let me know if you need further information ",8
772,"I'm trying to move to grub2 and while chainloading from legacy grub works fine I'm not sure how to move completely Old grub was installed in boot sector of swap partition  dev sda3 and was working fine there I want new grub to be installed there as well but during upgrade from grub legacy it suggest to install at MBR or at ubuntu root partition  dev sda4 How do I force it to install at  dev sda3 Can I just do grub install 'hd03' instead of upgrade from grub legacy ",8
773,"   Possible Duplicate   How to customize live Ubuntu CD       Is there any GUI tool for that ",14
774,"Why would one move from Grub to Grub2 ",32
776,"How I can limit Download Upload bandwidth for   Entire OS One network interface Single application  ",105
781,"   Possible Duplicate   How to enable numlock at boot time for login screen       I use numbers in my password and would therefore like to start Ubuntu with Num Lock enabled This would also be handy in a terminal window that is Ctrl+Alt+F1 ",33
784,"I want to keep Ubuntu but remove Windows ",67
787,"About once a day my gnome panel freezes  How can I produce some sort of debug information to   Figure out what is causing the freeze or File a bug or see if its an existing bug   When gdb is attached to gnome panel and the bug occurs I cannot get a stack trace out of gdb   Reading symbols from  lib libbz2so10no debugging symbols founddone Loaded symbols for  lib libbz2so10 0x00007f7cefe10f48 in poll  from  lib libcso6 gdb c Continuing  ^C ^C   The ^C is to show that once the bug occurs gdb stops responding to Ctrl+c and kill  INT ",27
797,"When my computer is suspended the GPU CPU and power supply fans all continue to run  I don't think I've ever been able to get them to turn off short of hibernating or turning the computer off I have some theories as to where to begin but what I'd like are some more solid ideas  I built this computer myself so I think it's possible that I didn't connect the fans to a proper power supply so one theory is that I need to open the computer and move the fan's wire somewhere else on the motherboard If this is correct is there a way to know where to move it    This theory doesn't make sense now that I realize it's three different fans that keep running  My other theory is that I need to do something in my BIOS to make this change and my third theory is that this is an Ubuntu thing that I need to fix on the software side  Does anybody know how to figure out why the fans never turn off or what to do to fix them They DO turn off when the computer is hibernating but I don't like doing that because it takes a very long time to boot up from hibernation ",27
798,"What is Ubuntu Advantage and how can it help my business ",27
800,"I have a script that needs to be run every five seconds I know that cron can do tasks by the minute but is there a way to run something every second ",81
804,"I was wondering the difference between these text editors and which is best used with ubuntu  What are each of them good for Are there better ones ",196
813,"I have GPS tracks in gpx format that I usually use to geotag photos Is there a simple software to view these tracks ie not use Google Earth A bonus would be simple modification like deleting waypoints TangoGPS seems to offer GPS track import only in connection with geotagging for pictures ",16
814,"I was wondering how to run scripts when my computer starts up so I don't have to run scripts manually that I always run ",565
823,"During the last couple of months I have had major problems playing high definition videos in Ubuntu Generally it's 1080p videos that I have problems with but I do recall having the same kind of problems with a 720p video a while back This occurs on both my laptop with an integrated Intel video chip and my desktop Nvidia Geforce 250GTS It's strange because I don't think I've had this problem in earlier versions of Ubuntu and it works fine in Windows on the same machines  The problems occur when trying to play a video that has been encoded to with avc1 in an mkv container I'm not very knowledgeable when it comes to video codecs and such but from what I've read avc1 seems like a pretty old codec How come I have problems with that when Xvid works just fine   Suggestions on how to fix this problem  EDIT So I've now tried all of the solutions proposed None of them really worked although some did lessen the choppiness I even tried a 720p video using the same encoding and that was also very choppy Could someone explain to me why this just will not work when I can play back other 1080p videos flawlessly  ",38
829,"This is partly an OpenOffice question and partly a Ubuntu question I'm running OpenOffice 320 and Ubuntu 1004 I get frequent crashes of OO especially the Calc app although I get crashes in the word processor as well They are very abrupt and accompanies by no warning or error message I'm just typing away and then the app is gone Sometimes I even end up thinking I'm typing in OO and discover that OO has crashed and I'm typing in whatever application was under OO However I can't reproduce these crashes on demand They seem random I can open the same file and do the same exact thing but it does not crash   In Ubuntu how do I trace track or diagnose these types of crashes Is there software I can invoke to help diagnose Can I start OO from a command prompt with debugging of some sort enabled   Note if someone could add the tag OpenOffice I would appreciate it ",6
831,"When packages are already installed and I run an apt get install package name sometimes it will print a line package name is set to manually installed  What does that mean ",65
833,"I have CompizConfig Settings Manager installed but I don't know how to make windows burn when I close them How can I make this so ",37
834,"I am unable to get the weather notification that comes with the clock applet to work  I have it set to Ottawa  Canada What seems to be the problem  Canada jokes to the minimum please   Please and thank you ",22
842,"Is there a way to avoid entering a password in the process of booting up I am using a new and latest installation of Ubuntu with Gnome desktop in it ",18
847,"I would like to have information on my desktop in a very simple text mod or memory usage and processor activity and daily to do lists  I was wondering what kind of applications are available on Ubuntu for that  Please and thank you ",8
849,"I'm rather familiar with portage and USE flags in Gentoo After a quick google search I didn't see any way to setup Portage in Ubuntu Is there a way Is there an equivalent to USE flags in Ubuntu ",21
